Train Epoch 0 : 0.8037848605577689, 0.9053784860557769, 0.7191235059760956, 0.0, 0.0
Train Epoch 50 : 0.8884462151394422, 0.8844621513944223, 0.6065737051792829, 0.15573085340185894, 0.028720594960799366
Train Epoch 100 : 0.8854581673306773, 0.8774900398406374, 0.8057768924302788, 0.19687284685683334, 0.32915044222771767
Train Epoch 150 : 0.8864541832669323, 0.8745019920318725, 0.8097609561752988, 0.2063524502385066, 0.34091903288224457
Train Epoch 200 : 0.8804780876494024, 0.8914342629482072, 0.8575697211155379, 0.3414954824140395, 0.4722605747166927
Train Epoch 250 : 0.9023904382470119, 0.8834661354581673, 0.8227091633466136, 0.24510521651529893, 0.35916262977072194
Train Epoch 300 : 0.8356573705179283, 0.8725099601593626, 0.796812749003984, 0.1896200809445315, 0.26819006493667297
Train Epoch 350 : 0.9053784860557769, 0.8954183266932271, 0.8276892430278885, 0.25002471510105456, 0.39095740188018047
Train Epoch 400 : 0.896414342629482, 0.899402390438247, 0.7191235059760956, 0.0, 0.0
Train Epoch 450 : 0.9073705179282868, 0.9093625498007968, 0.7191235059760956, 0.0, 0.0
Train Epoch 500 : 0.897410358565737, 0.8954183266932271, 0.8944223107569721, 0.5310882277506292, 0.6167443157594766
Train Epoch 0 : 0.897410358565737, 0.8954183266932271, 0.8944223107569721, 0.5310882277506292, 0.6167443157594766
Train Epoch 50 : 0.9123505976095617, 0.8834661354581673, 0.8804780876494024, 0.5158748918699889, 0.5746624279429676
Train Epoch 100 : 0.8794820717131474, 0.8814741035856574, 0.8794820717131474, 0.5499613469122299, 0.5725023422092803
Train Epoch 150 : 0.8824701195219123, 0.8784860557768924, 0.8784860557768924, 0.547903563203772, 0.5695223430788058
Train Epoch 200 : 0.9123505976095617, 0.8764940239043825, 0.8764940239043825, 0.528295766268702, 0.563325165785018
Train Epoch 250 : 0.8715139442231076, 0.8725099601593626, 0.8725099601593626, 0.5269393279986101, 0.5516871880857122
Train Epoch 300 : 0.8864541832669323, 0.8754980079681275, 0.8754980079681275, 0.5262644072820235, 0.5603707762815034
Train Epoch 350 : 0.8774900398406374, 0.8814741035856574, 0.8794820717131474, 0.5286168226998603, 0.5721015470966236
Train Epoch 400 : 0.8874501992031872, 0.898406374501992, 0.7191235059760956, 0.0, 0.0
Train Epoch 450 : 0.9063745019920318, 0.9033864541832669, 0.7191235059760956, 0.0, 0.0
Train Epoch 500 : 0.898406374501992, 0.8924302788844621, 0.7191235059760956, 0.0, 0.0
